ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
472,Amaranth,Introduction,"





'''''Amaranthus''''' collectively known as '''amaranth''' is a cosmopolitan genus of annual or short-lived perennial plants. Some amaranth species are cultivated as leaf vegetables pseudocereals and ornamental plants. Most of the ''Amaranthus'' species are summer annual weeds and are commonly referred to as pigweed. Catkin-like cymes of densely packed flowers grow in summer or autumn. Approximately 60 species are recognized with inflorescences and foliage ranging from purple through red and green to gold. Members of this genus share many characteristics and uses with members of the closely related genus ''Celosia''.

""Amaranth"" derives from Greek  (''amárantos'') ""unfading"" with the Greek word for ""flower""  (''ánthos'') factoring into the word's development as ''amaranth''. ''Amarant'' is an archaic variant.
"
115,Asterales,Biogeography,"The core Asterales are Stylidiaceae (six genera) APA clade (Alseuosmiaceae Phellinaceae and Argophyllaceae together 7 genera) MGCA clade (Menyanthaceae Goodeniaceae Calyceraceae in total twenty genera) and Asteraceae (about sixteen hundred genera). Other Asterales are Rousseaceae (four genera) Campanulaceae (eighty four genera) and Pentaphragmataceae (one genus).

All Asterales families are represented in the Southern Hemisphere; however Asteraceae and Campanulaceae are cosmopolitan and Menyanthaceae nearly so.
"
315,Athens,Etymology,"
Athena patron goddess of Athens; (Varvakeion Athena National Archaeological Museum)

In Ancient Greek the name of the city was  (''Athēnai''  in Classical Attic) a plural. In earlier Greek such as Homeric Greek the name had been current in the singular form though as  (''Athēnē''). It was possibly rendered in the plural later on like those of  (''Thêbai'') and  (''Μukênai''). The root of the word is perhaps not of Greek or Indo-European origin and is a possible remnant of the Pre-Greek substrate of Attica as could be the name of the goddess Athena (Attic  ''Athēnā'' Ionic  ''Athēnē'' and Doric  ''Athānā'') that was always related to the city of Athens. During the medieval period the name of the city was rendered once again in the singular as . However after the establishment of the modern Greek state and partly due to the conservatism of the written language   became again the official name of the city and remained so until the abandonment of Katharevousa in the 1970s when Ἀθήνα ''Athína'' became the official name.

An etiological myth explaining how Athens has acquired its name was well known among ancient Athenians and even became the theme of the sculpture on the West pediment of the Parthenon. The goddess of wisdom Athena and the god of the seas Poseidon had many disagreements and battles between themselves and one of these was a race to be the Patron God of the city. In an attempt to compel the people Poseidon created a salt water spring by striking the ground with his trident symbolizing naval power. However when Athena created the olive tree symbolizing peace and prosperity the Athenians under their ruler Cecrops accepted the olive tree and named the city after Athena.

Different etymologies now commonly rejected were proposed during the 19th century. Christian Lobeck proposed as the root of the name the word  (''áthos'') or  (''ánthos'') meaning ""flower"" to denote Athens as the ""flowering city"". Ludwig von Döderlein proposed the stem of the verb  stem θη- (''tháō'' ''thē-'' ""to suck"") to denote Athens as having fertile soil.

In classical literature the city was sometimes referred to as the City of the Violet Crown first documented in Pindar's ἰοστέφανοι Ἀθᾶναι (''iostéphanoi Athânai'') or as  (''tò kleinòn ásty'' ""the glorious city""). In medieval texts variant names include Setines Satine and Astines all derivations involving false splitting of prepositional phrases. Today the caption  (''ī protévousa'') ""the capital"" has become somewhat common.
"
87,Alberta,Demographics,"

Alberta's population has grown steadily for over a century.

The 2016 census reported Alberta had a population of 4067175 living in 1527678 of its 1654129 total dwellings an 11.6% change from its 2011 population of 3645257. With a land area of  it had a population density of  in 2016. Statistics Canada estimated the province to have a population of 4280127 in Q1 of 2017.

Alberta has experienced a relatively high rate of growth in recent years mainly because of its burgeoning economy. Between 2003 and 2004 the province had high birthrates (on par with some larger provinces such as British Columbia) relatively high immigration and a high rate of interprovincial migration compared to other provinces.

About 81% of the population lives in urban areas and only about 19% in rural areas. The Calgary–Edmonton Corridor is the most urbanized area in the province and is one of the most densely populated areas of Canada. Many of Alberta's cities and towns have experienced very high rates of growth in recent history. Alberta's population rose from 73022 in 1901 to 3290350 according to the 2006 census.
English is the most common mother tongue of Albertans.

The 2006 census found that English with 2576670 native speakers was the most common mother tongue of Albertans representing 79.99% of the population. The next most common mother tongues were Chinese with 97275 native speakers (3.02%) followed by German with 84505 native speakers (2.62%) and French with 61225 (1.90%).

Other mother tongues include: Punjabi with 36320 native speakers (1.13%); Tagalog with 29740 (0.92%); Ukrainian with 29455 (0.91%); Spanish with 29125 (0.90%); Polish with 21990 (0.68%); Arabic with 20495 (0.64%); Dutch with 19980 (0.62%); and Vietnamese with 19350 (0.60%). The most common aboriginal language is Cree 17215 (0.53%). Other common mother tongues include Italian with 13095 speakers (0.41%); Urdu with 11275 (0.35%); and Korean with 10845 (0.33%); then Hindi 8985 (0.28%); Persian 7700 (0.24%); Portuguese 7205 (0.22%); and Hungarian 6770 (0.21%).''(Figures shown are for the number of single language responses and the percentage of total single-language responses.)''

Alberta has considerable ethnic diversity. In line with the rest of Canada many immigrants originated from England Scotland Ireland Wales and France but large numbers also came from other parts of Europe notably Germany Ukraine and Scandinavia. According to Statistics Canada Alberta is home to the second highest proportion (two percent) of Francophones in western Canada (after Manitoba). Despite this relatively few Albertans claim French as their mother tongue. Many of Alberta's French-speaking residents live in the central and northwestern regions of the province.

As reported in the 2001 census the Chinese represented nearly four percent of Alberta's population and East Indians represented more than two percent. Both Edmonton and Calgary have historic Chinatowns and Calgary has Canada's third largest Chinese community. The Chinese presence began with workers employed in the building of the Canadian Pacific Railway in the 1880s. Aboriginal Albertans make up approximately three percent of the population.

In the 2006 Canadian census the most commonly reported ethnic origins among Albertans were: 885825 English (27.2%); 679705 German (20.9%); 667405 Canadian (20.5%); 661265 Scottish (20.3%); 539160 Irish (16.6%); 388210 French (11.9%); 332180 Ukrainian (10.2%); 172910 Dutch (5.3%); 170935 Polish (5.2%); 169355 North American Indian (5.2%); 144585 Norwegian (4.4%); and 137600 Chinese (4.2%). (Each person could choose as many ethnicities as were applicable.)''

Amongst those of British origins the Scots have had a particularly strong influence on place-names with the names of many cities and towns including Calgary Airdrie Canmore and Banff having Scottish origins.

Alberta is the third most diverse province in terms of visible minorities after British Columbia and Ontario with 13.9% of the population consisting of visible minorities. Nearly one-fourth of the populations of Calgary and Edmonton belong to a visible minority group.

Aboriginal Identity Peoples make up 5.8% of the population about half of whom consist of North American Indians and the other half are Metis. There are also small number of Inuit people in Alberta. The number of Aboriginal Identity Peoples have been increasing at a rate greater than the population of Alberta.

As of 2011 Christians comprised approximately 60% of Alberta's population while 32% of the province had no religious affiliation.

As of the 2011 National Household Survey the largest religious group was Roman Catholic representing 24.3% of the population. Alberta had the second highest percentage of non-religious residents among the provinces (after British Columbia) at 31.6% of the population. Of the remainder 7.5% of the population identified themselves as belonging to the United Church of Canada while 3.9% were Anglican. Lutherans made up 3.3% of the population while Baptists comprised 1.9%.


The remainder belonged to a wide variety of different religious affiliations none of which constituted more than 2% of the population. Members of LDS Church are mostly concentrated in the extreme south of the province. Alberta has a population of Hutterites a communal Anabaptist sect similar to the Mennonites and has a significant population of Seventh-day Adventists. Alberta is home to several Byzantine Rite Churches as part of the legacy of Eastern European immigration including the Ukrainian Catholic Eparchy of Edmonton and the Ukrainian Orthodox Church of Canada's Western Diocese which is based in Edmonton.

Muslims Sikhs Buddhists and Hindus live in Alberta. Muslims made up 3.2% of the population Sikhs 1.5% Buddhists 1.2% and Hindus 1.0%. Many of these are recent immigrants but others have roots that go back to the first settlers of the prairies. Canada's oldest mosque the Al-Rashid Mosque is located in Edmonton whereas Calgary is home to Canada's largest mosque the Baitun Nur mosque. Alberta is also home to a growing Jewish population of about 15400 people who constituted 0.3% of Alberta's population. Most of Alberta's Jews live in the metropolitan areas of Calgary (8200) and Edmonton (5500).

=== Municipalities ===





;Largest metro areas and municipalities by population as of 2006






 '''Census metropolitan areas:'''

 2011 

 2006 

 2001 

 1996 



 Calgary CMA

 1214839

 1079310

 951395

 821628



 Edmonton CMA

 1159869

 1034945

 937845

 862597



 '''Urban municipalities (10 largest):'''

 2011 

 2006 

 2001 

 1996 



 Calgary

 1096833

 988193

 878866

 768082



 Edmonton

 812201

 730372

 666104

 616306



 Red Deer

 90564

 82772

 67707

 60080



 Lethbridge

 83517

 78713

 68712

 64938



 St. Albert (included in Edmonton CMA)

 61466

 57719

 53081

 46888



 Medicine Hat

 60005

 56997

 51249

 46783



 Grande Prairie

 55032

 47076

 36983

 31353



 Airdrie (included in Calgary CMA)

 42564

 28927

 20382

 15946



 Spruce Grove (included in Edmonton CMA)

 26171

 19496

 15983

 14271



 Okotoks

 24511

 17145

 11689

 8528



 '''Specialized/rural municipalities (5 largest):'''

 2011 

 2006 

 2001 

 1996 



 Strathcona County (included in Edmonton CMA)

 92490

 82511

 71986

 64176



 Regional Municipality of Wood Buffalo (includes Fort McMurray)

 65565

 51496

 42581

 35213



 Rocky View County (included in Calgary CMA)

 36461

 34171

 29925

 23326



 Parkland County (included in Edmonton CMA)

 30568

 29265

 27252

 24769



 Municipal District of Foothills No. 31

 21258

 19736

 16764

 13714






"
400,Algol,Names,"''Beta Persei'' is the star's Bayer designation. The name ''Algol'' derives from Arabic  ''raʾs al-ghūl'' : head (''raʾs'') of the ogre (''al-ghūl'') (see ""ghoul""). The English name ""''Demon Star''"" is a direct translation of this. In 2016 the International Astronomical Union organized a Working Group on Star Names (WGSN) to catalog and standardize proper names for stars. The WGSN's first bulletin of July 2016 included a table of the first two batches of names approved by the WGSN; which included ''Algol'' for this star. It is so entered on the IAU Catalog of Star Names.

In Hebrew folklore Algol was called ''Rōsh ha Sāṭān'' or ""Satan's Head"" as stated by Edmund Chilmead who called it ""Divels head"" or ''Rosch hassatan''. A Latin name for Algol from the 16th century was ''Caput Larvae'' or ""the Spectre's Head"". Hipparchus and Pliny made this a separate though connected constellation.

In Chinese  () meaning ''Mausoleum'' refers to an asterism consisting of β Persei 9 Persei τ Persei ι Persei κ Persei ρ Persei 16 Persei and 12 Persei. Consequently β Persei itself is known as  ( English: The Fifth Star of Mausoleum.). According to R.H. Allen the star bore the grim name of ''Tseih She''  () meaning ""Piled up Corpses"" but this appears to be a misidentification and ''Dié Shī'' is correctly π Persei which is inside the Mausoleum.
"
555,Age of consent,External links,"*  Legislation of Interpol member states on sexual offenses against children (Some information may be out of date)
*  Links to the relevant state laws for all 50 States and Washington DC
*  Avert.org list







"
969,Albrecht Dürer,Second journey to Italy (1505–1507),"''Christ among the Doctors'' (1506) Thyssen-Bornemisza Museum

In Italy he returned to painting at first producing a series of works executed in tempera on linen. These include portraits and altarpieces notably the Paumgartner altarpiece and the ''Adoration of the Magi''. In early 1506 he returned to Venice and stayed there until the spring of 1507. By this time Dürer's engravings had attained great popularity and were being copied. In Venice he was given a valuable commission from the emigrant German community for the church of San Bartolomeo. This was the altar-piece known as the ''Adoration of the Virgin'' or the ''Feast of Rose Garlands''. It includes portraits of members of Venice's German community but shows a strong Italian influence. It was subsequently acquired by the Emperor Rudolf II and taken to Prague. Other paintings Dürer produced in Venice include ''The Virgin and Child with the Goldfinch'' ''Christ among the Doctors'' (supposedly produced in a mere five days) and a number of smaller works.
"
25,ASCII,{{anchor|Variants}}Variants and derivations,"As computer technology spread throughout the world different standards bodies and corporations developed many variations of ASCII to facilitate the expression of non-English languages that used Roman-based alphabets. One could class some of these variations as ""ASCII extensions"" although some misuse that term to represent all variants including those that do not preserve ASCII's character-map in the 7-bit range. Furthermore the ASCII extensions have also been mislabelled as ASCII.

===7-bit codes===

From early in its development ASCII was intended to be just one of several national variants of an international character code standard.


Other international standards bodies have ratified character encodings such as ISO 646 (1967) that are identical or nearly identical to ASCII with extensions for characters outside the English alphabet and symbols used outside the United States such as the symbol for the United Kingdom's pound sterling (£). Almost every country needed an adapted version of ASCII since ASCII suited the needs of only the US and a few other countries. For example Canada had its own version that supported French characters.

Many other countries developed variants of ASCII to include non-English letters (e.g. é ñ ß Ł) currency symbols (e.g. £ ¥) etc. See also YUSCII (Yugoslavia).

It would share most characters in common but assign other locally useful characters to several code points reserved for ""national use"". However the four years that elapsed between the publication of ASCII-1963 and ISO's first acceptance of an international recommendation during 1967 caused ASCII's choices for the national use characters to seem to be de facto standards for the world causing confusion and incompatibility once other countries did begin to make their own assignments to these code points.

ISO/IEC 646 like ASCII is a 7-bit character set. It does not make any additional codes available so the same code points encoded different characters in different countries. Escape codes were defined to indicate which national variant applied to a piece of text but they were rarely used so it was often impossible to know what variant to work with and therefore which character a code represented and in general text-processing systems could cope with only one variant anyway.

Because the bracket and brace characters of ASCII were assigned to ""national use"" code points that were used for accented letters in other national variants of ISO/IEC 646 a German French or Swedish etc. programmer using their national variant of ISO/IEC 646 rather than ASCII had to write and thus read something such as

:ä aÄiÜ = 'Ön'; ü

instead of

:{ ai = '\n'; }

C trigraphs were created to solve this problem for ANSI C although their late introduction and inconsistent implementation in compilers limited their use. Many programmers kept their computers on US-ASCII so plain-text in Swedish German etc. (for example in e-mail or Usenet) contained ""{ }"" and similar variants in the middle of words something those programmers got used to. For example a Swedish programmer mailing another programmer asking if they should go for lunch could get ""N{ jag har sm|rg}sar"" as the answer which should be ""Nä jag har smörgåsar"" meaning ""No I've got sandwiches"".

===8-bit codes===


Eventually as 8- 16- and 32-bit (and later 64-bit) computers began to replace 18- and 36-bit computers as the norm it became common to use an 8-bit byte to store each character in memory providing an opportunity for extended 8-bit relatives of ASCII. In most cases these developed as true extensions of ASCII leaving the original character-mapping intact but adding additional character definitions after the first 128 (i.e. 7-bit) characters.

Encodings include ISCII (India) VISCII (Vietnam). Although these encodings are sometimes referred to as ASCII true ASCII is defined strictly only by the ANSI standard.

Most early home computer systems developed their own 8-bit character sets containing line-drawing and game glyphs and often filled in some or all of the control characters from 0 to 31 with more graphics. Kaypro CP/M computers used the ""upper"" 128 characters for the Greek alphabet.

The PETSCII code Commodore International used for their 8-bit systems is probably unique among post-1970 codes in being based on ASCII-1963 instead of the more common ASCII-1967 such as found on the ZX Spectrum computer. Atari 8-bit computers and Galaksija computers also used ASCII variants.

The IBM PC defined code page 437 which replaced the control characters with graphic symbols such as smiley faces and mapped additional graphic characters to the upper 128 positions. Operating systems such as DOS supported these code pages and manufacturers of IBM PCs supported them in hardware. Digital Equipment Corporation developed the Multinational Character Set (DEC-MCS) for use in the popular VT220 terminal as one of the first extensions designed more for international languages than for block graphics. The Macintosh defined Mac OS Roman and Postscript also defined a set both of these contained both international letters and typographic punctuation marks instead of graphics more like modern character sets.

The ISO/IEC 8859 standard (derived from the DEC-MCS) finally provided a standard that most systems copied (at least as accurately as they copied ASCII but with many substitutions). A popular further extension designed by Microsoft Windows-1252 (often mislabeled as ISO-8859-1) added the typographic punctuation marks needed for traditional text printing.  ISO-8859-1 Windows-1252 and the original 7-bit ASCII were the most common character encodings until 2008 when UTF-8 became more common.

ISO/IEC 4873 introduced 32 additional control codes defined in the 80–9F hexadecimal range as part of extending the 7-bit ASCII encoding to become an 8-bit system.

===Unicode===

Unicode and the ISO/IEC 10646 Universal Character Set (UCS) have a much wider array of characters and their various encoding forms have begun to supplant ISO/IEC 8859 and ASCII rapidly in many environments. While ASCII is limited to 128 characters Unicode and the UCS support more characters by separating the concepts of unique identification (using natural numbers called ''code points'') and encoding (to 8- 16- or 32-bit binary formats called UTF-8 UTF-16 and UTF-32).

ASCII was incorporated into the Unicode (1991) character set as the first 128 symbols so the 7-bit ASCII characters have the same numeric codes in both sets. This allows UTF-8 to be backward compatible with 7-bit ASCII as a UTF-8 file containing only ASCII characters is identical to an ASCII file containing the same sequence of characters.  Even more importantly forward compatibility is ensured as software that recognizes only 7-bit ASCII characters as special and does not alter bytes with the highest bit set (as is often done to support 8-bit ASCII extensions such as ISO-8859-1) will preserve UTF-8 data unchanged.

To allow backward compatibility the 128 ASCII and 256 ISO-8859-1 (Latin 1) characters are assigned Unicode/UCS code points that are the same as their codes in the earlier standards. Therefore ASCII can be considered a 7-bit encoding scheme for a very small subset of Unicode/UCS and ASCII (when prefixed with 0 as the eighth bit) is valid UTF-8.
"
383,Albertosaurus,External links,":











"
1006,Abakan,Administrative and municipal status,"Abakan is the capital of the republic. Within the framework of administrative divisions it is incorporated as the '''City of Abakan'''—an administrative unit with the status equal to that of the districts As a municipal division the City of Abakan is incorporated as '''Abakan Urban Okrug'''.
"
42,Algae,Distribution,"The distribution of algal species has been fairly well studied since the founding of phytogeography in the mid-19th century. Algae spread mainly by the dispersal of spores analogously to the dispersal of Plantae by seeds and spores. This dispersal can be accomplished by air water or other organisms. Due to this spores can be found in a variety of environments: fresh and marine waters air soil and in or on other organisms. Whether a spore is to grow into an organism depends on the combination of the species and the environmental conditions where the spore lands.

The spores of freshwater algae are dispersed mainly by running water and wind as well as by living carriers. However not all bodies of water can carry all species of algae as the chemical composition of certain water bodies limits the algae that can survive within them. Marine spores are often spread by ocean currents. Ocean water presents many vastly different habitats based on temperature and nutrient availability resulting in phytogeographic zones regions and provinces.

To some degree the distribution of algae is subject to floristic discontinuities caused by geographical features such as Antarctica long distances of ocean or general land masses. It is therefore possible to identify species occurring by locality such as ""Pacific algae"" or ""North Sea algae"". When they occur out of their localities hypothesizing a transport mechanism is usually possible such as the hulls of ships. For example ''Ulva reticulata'' and ''U. fasciata'' travelled from the mainland to Hawaii in this manner.

Mapping is possible for select species only: ""there are many valid examples of confined distribution patterns."" For example ''Clathromorphum'' is an arctic genus and is not mapped far south of there. However scientists regard the overall data as insufficient due to the ""difficulties of undertaking such studies.""
"
871,Abdulaziz al-Omari,Introduction,"

'''Abdulaziz al-Omari''' (  also transliterated as '''Alomari''' or '''al-Umari'''; May 28 1979 – September 11 2001) was a Saudi airport security guard and Imam best known for being one of five hijackers of American Airlines Flight 11 as part of the September 11 attacks.

Omari arrived in the United States in June 2001 on a tourist visa obtained through the Visa Express program. On September 11 2001 Omari boarded American Airlines Flight 11 and assisted in the hijacking of the plane which was crashed into the North Tower of the World Trade Center as part of the coordinated attacks.
"
44,Alkane,Structure classification,"
Saturated hydrocarbons are hydrocarbons having only single covalent bonds between their carbons. They can be:
* linear (general formula ) wherein the carbon atoms are joined in a snake-like structure
* branched (general formula  ''n'' > 2) wherein the carbon backbone splits off in one or more directions
* cyclic (general formula  ''n'' > 3) wherein the carbon backbone is linked so as to form a loop.

According to the definition by IUPAC the former two are alkanes whereas the third group is called cycloalkanes. Saturated hydrocarbons can also combine any of the linear cyclic (e.g. polycyclic) and branching structures; the general formula is   where ''k'' is the number of independent loops. Alkanes are the acyclic (loopless) ones corresponding to ''k'' = 0.
"
917,Actinide,See also,"* Actinides in the environment
* Major actinides
* Minor actinides
* Transuranics

"
29,Andre Agassi,Recognition,"* In 1992 Agassi was named the BBC Overseas Sports Personality of the Year.
* In 2010 ''Sports Illustrated'' named Agassi the 7th greatest male player of all time.
* On July 9 2011 Agassi was inducted into the International Tennis Hall of Fame at a ceremony in Newport Rhode Island.
"
321,Ashoka,References,"===Citations===


===Sources===

* 
* 
* 
* 
* Bongard-Levin G. M. ''Mauryan India'' (Stosius Inc/Advent Books Division May 1986) 
* Chauhan Gian Chand (2004). ''Origin and Growth of Feudalism in Early India: From the Mauryas to AD 650.'' Munshiram Manoharlal Delhi. 
* 
* Falk Harry. ''Aśokan Sites and Artefacts – A Source-book with Bibliography'' (Mainz : Philipp von Zabern 2006) 
* 
* Gokhale Balkrishna Govind (1996). ''Aśoka Maurya'' (Twayne Publishers) 
* 
* Li Rongxi trans. (1993). The biographical scripture of King Aśoka / transl. from the Chinese of Saṃghapāla Berkeley CA: Numata Center for Buddhist Translation and Research .
* 
* 
* 
* 
* Sastri K. A. Nilakanta (1967). ''Age of the Nandas and Mauryas.'' Reprint: 1996 Motilal Banarsidass Delhi. 
* Seneviratna Anuradha (ed.) Gombrich Richard; Guruge Ananda (1994).  King Aśoka and Buddhism: Historical and Literary studies Kandy: Sri Lanka; Buddhist Publication Society 1st edition 
* 
* 
* 
* Swearer Donald. ''Buddhism and Society in Southeast Asia'' (Chambersburg Pennsylvania: Anima Books 1981) 
* Thapar Romila. (1973). ''Aśoka and the decline of the Mauryas. 2nd Edition.'' Oxford University Press Reprint 1980. SBN 19-660379 6.
* von Hinüber Oskar. (2010). ""Did Hellenistic Kings Send Letters to Aśoka?"" Journal of the American Oriental Society 130:2 (Freiburg: 2010) pp. 261–266.
* MacPhail James Merry: ""Aśoka"" Calcutta: The Associative Press ; London: Oxford University Press 1918  PDF (5.9 MB)
* 

"
874,Arabic alphabet,Introduction,"



Countries that utilise the Arabic script: 


The '''Arabic alphabet''' ( '''' or  '''') or '''Arabic abjad''' is the Arabic script as it is codified for writing the Arabic language. It is written from right to left in a cursive style and includes 28 letters.

Originally the alphabet was an abjad with only consonants but it is now considered an ""impure abjad"". As with other ''abjads'' such as the Hebrew alphabet scribes later devised means of indicating vowel sounds by separate vowel points.
"
821,Axiom of regularity,Introduction,"In mathematics the '''axiom of regularity''' (also known as the '''axiom of foundation''') is an axiom of Zermelo–Fraenkel set theory that states that every non-empty set ''A'' contains an element that is disjoint from ''A''. In first-order logic the axiom reads:
: .
The axiom implies that no set is an element of itself and that there is no infinite sequence (''an'') such that ''ai+1'' is an element of ''ai'' for all ''i''. With the axiom of dependent choice (which is a weakened form of the axiom of choice) this result can be reversed: if there are no such infinite sequences then the axiom of regularity is true. Hence the axiom of regularity is equivalent given the axiom of dependent choice to the alternative axiom that there are no downward infinite membership chains.

The axiom of regularity was introduced by ; it was adopted in a formulation closer to the one found in contemporary textbooks by . Virtually all results in the branches of mathematics based on set theory hold even in the absence of regularity; see chapter 3 of .  However regularity makes some properties of ordinals easier to prove; and it not only allows induction to be done on well-ordered sets but also on proper classes that are well-founded relational structures such as the lexicographical ordering on 

Given the other axioms of Zermelo–Fraenkel set theory the axiom of regularity is equivalent to the axiom of induction. The axiom of induction tends to be used in place of the axiom of regularity in intuitionistic theories (ones that do not accept the law of the excluded middle) where the two axioms are not equivalent.

In addition to omitting the axiom of regularity non-standard set theories have indeed postulated the existence of sets that are elements of themselves.
"
1083,Arthur St. Clair,Legacy,"A portion of the Hermitage St. Clair's home in Oak Grove three miles north of Ligoner Pennsylvania was later moved to Ligonier Pennsylvania where it is now preserved along with St. Clair artifacts and memorabilia at the Fort Ligonier Museum.

An American Civil War steamer was named USS ''St. Clair''.

Places named in honor of Arthur St. Clair include:

In Pennsylvania:
* Upper St. Clair Pennsylvania
* St. Clairsville Pennsylvania
* St. Clair Township Westmoreland County Pennsylvania
* East St. Clair Township Bedford County Pennsylvania
* West St. Clair Township Bedford County Pennsylvania
* The St. Clair neighborhood in Pittsburgh Pennsylvania
In Ohio:
*St. Clair Township in Butler County Ohio
* St. Clair Township in Columbiana County Ohio
* St. Clairsville Ohio
* Fort St. Clair in Eaton Ohio
Other States:
* St. Clair County Illinois
* St. Clair County Michigan
* St. Clair County Missouri
* St. Clair County Alabama
In Scotland:
* The three-star St Clair Hotel in Sinclair St Thurso Caithness is named after him.

St. Clair Street in Frankfort Kentucky was named for the general by Gen. James Wilkinson who laid out the town that became the state capital. The street's north end is at the Old Capitol and near its south end is the Franklin County Court House; both were designed by Gideon Shryock.
"
553,Aloe,References,"
"
889,Ælle of Sussex,Introduction,"

'''Ælle''' (; also '''Aelle''' or '''Ella''') is recorded in early sources as the first king of the South Saxons reigning in what is now called Sussex England from 477 to perhaps as late as 514.

According to the ''Anglo-Saxon Chronicle'' Ælle and three of his sons are said to have landed at a place called Cymensora and fought against the local Britons. The chronicle goes on to report a victory in 491 at present day Pevensey where the battle ended with the Saxons slaughtering their opponents to the last man.

Ælle was the first king recorded by the 8th century chronicler Bede to have held ""imperium"" or overlordship over other Anglo-Saxon kingdoms. In the late 9th-century ''Anglo-Saxon Chronicle'' (around four hundred years after his time) Ælle is recorded as being the first bretwalda or ""Britain-ruler"" though there is no evidence that this was a contemporary title.  Ælle's death is not recorded and although he may have been the founder of a South Saxon dynasty there is no firm evidence linking him with later South Saxon rulers. The 12th-century chronicler Henry of Huntingdon produced an enhanced version of the ''Anglo-Saxon Chronicle'' that included 514 as the date of Ælle's death but this is not secure.
"
721,Abadan Iran,Footnotes,"
"
751,Alpha Centauri,Observational history,"View of Alpha Centauri from the Digitized Sky Survey 2

English explorer Robert Hues brought Alpha Centauri to the attention of European observers in his 1592 work ''Tractatus de Globis'' along with Canopus and Achernar noting ""Now therefore there are but three Stars of the first magnitude that I could perceive in all those parts which are never seene here in England. The first of these is that bright Star in the sterne of Argo which they call Canobus. The second is in the end of Eridanus. The third Alpha Centauri is in the right foote of the Centaure.""

The binary nature of Alpha Centauri AB was first recognized in December 1689 by astronomer and Jesuit priest Jean Richaud. The finding was made incidentally while observing a passing comet from his station in Puducherry. Alpha Centauri was only the second binary star system to be discovered preceded by Alpha Crucis.

By 1752 French astronomer Nicolas Louis de Lacaille made astrometric positional measurements using state-of-the-art instruments of that time. Its large proper motion was discovered by Manuel John Johnson observing from Saint Helena who informed Thomas Henderson at the Royal Observatory Cape of Good Hope of it. The parallax of Alpha Centauri was subsequently determined by Henderson from many exacting positional observations of the AB system between April 1832 and May 1833. He withheld his results however because he suspected they were too large to be true but eventually published them in 1839 after Friedrich Wilhelm Bessel released his own accurately determined parallax for 61 Cygni in 1838. For this reason Alpha Centauri is sometimes considered as the second star to have its distance measured because Henderson's work was not fully recognized at first. (The distance of Alpha is now reckoned at .)

Later John Herschel made the first micrometrical observations in 1834. Since the early 20th century measures have been made with photographic plates.

Compared to the Sun Alpha Centauri A is of the same stellar type G2 while Alpha Centauri B is a K1-type star.

By 1926 South African astronomer William Stephen Finsen calculated the approximate orbit elements close to those now accepted for this system. All future positions are now sufficiently accurate for visual observers to determine the relative places of the stars from a binary star ephemeris. Others like the Belgian astronomer D. Pourbaix (2002) have regularly refined the precision of any new published orbital elements.

Alpha Centauri is inside the G-cloud and the nearest known system to it is the binary brown dwarf system Luhman 16 at .

Scottish astronomer Robert T. A. Innes discovered Proxima Centauri in 1915 by blinking photographic plates taken at different times during a dedicated proper motion survey. This showed the large proper motion and parallax of the star was similar in both size and direction to those of Alpha Centauri AB suggesting immediately it was part of the system and slightly closer to Earth than Alpha Centauri AB. Lying  away Proxima Centauri is the nearest star to the Sun. All current derived distances for the three stars are from the parallaxes obtained from the Hipparcos star catalogue (HIP) and the Hubble Space Telescope.
"
855,Anti-realism,References,"
"
